OBJECTID,NB_CODE,LEGEND_DESCRIPTION_1,LEGEND_DESCRIPTION_2,LEXICON_ID,LEXICON_LINK,TECT_BELT,TECT_BELT_CODE,SUPERGROUP,GROUP_SUITE,GROUP_SUITE_CODE,FORMATION_INTRUSION,FORMATION_INTRUSION_CODE,MEMBER_PHASE,MEMBER_CODE,LITHOTYPE,LITHOTYPE_CODE,AGE_FROM_LONG,AGE_FROM_SYMBOL,AGE_FROM_CODE,AGE_TO_LONG,AGE_TO_SYMBOL,AGE_TO_CODE,UNIT_LABEL_SYMBOLIZED,UNIT_LABEL_COMMON,GROUP_LABEL_SYMBOLIZED,GROUP_LABEL_COMMON,AGE_CODE
1153,Cal-Ed-fi,"Pink to grey, medium- to fine-grained granite and syenogranite; minor syenite.",,,,Caledonia,Cal,none,none,,none,,none,,felsic intrusive rocks,fi,Ediacaran,ª,Ed,Ediacaran,ª,Ed,ªfi,Ed-fi,ªfi,Ed-fi,
1154,Cal-Ed-ii,"Grey, green and pink granodiorite, tonalite, diorite, quartz diorite and intermediate plagioclase porphyry.",,,,Caledonia,Cal,none,none,,none,,none,,intermediate intrusive rocks ,ii,Ediacaran,ª,Ed,Ediacaran,ª,Ed,ªii,Ed-ii,ªii,Ed-ii,
1155,Cal-Ed-mi,"Dark grey to green gabbro and diabase, plagioclase porphyry (commonly megacrystic).",,,,Caledonia,Cal,none,none,,none,,none,,mafic intrusive rocks,mi,Ediacaran,ª,Ed,Ediacaran,ª,Ed,ªmi,Ed-mi,ªmi,Ed-mi,
1156,Bro-EdCm-ii,"Grey, strongly deformed monzogranite to granodiorite with augen of feldspar and quartz.",,,,Brookville,Bro,none,none,,none,,none,,intermediate intrusive rocks,ii,Late Ediacaran,Lª,L-Ed,Cambrian,£,Cm,ª£ii,EdCm-ii,ª£ii,EdCm-ii,
1157,EEL-iv,"Light grey to greyish green, medium- to thin-bedded, andesitic lithic and feldspar crystal tuff, intercalated with massive andesitic breccia and agglomerate.",,128,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=128,Miramichi South,Mms,none,Meductic Group,MD,Eel River Formation,EEL,none,,intermediate flows,iv,Early Ordovician,Eµ,E-Od,Early Ordovician,Eµ,E-Od,µEELiv,Od-EEL-iv,µMD,Od-MD,
1158,ELM-c,"Dark grey shale, locally interbedded with dark grey, fine-to medium-grained quartz wacke, finely laminated siltstone, and minor limestone, and rare polymictic conglomerate. ",,129,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=129,Elmtree,Elm,Fournier Supergroup,Sormany Group,SR,Elmtree Formation,ELM,none,,clastic sedimentary rocks,c,Middle Ordovician,Mµ,M-Od,Late Ordovician,Mµ,M-Od,µELMc,Od-ELM-c,µSR,Od-SR,
1159,EMR-ii,"Grey, medium-to coarse-grained granodiorite and granite; commonly deformed to protomylonitic and pervasively altered.",,130,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=130,Caledonia,Cal,none,none,,Emerson Creek Granite,EMR,none,,intermediate intrusive rocks,ii,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªEMRii,Ed-EMR-ii,ªEMR,Ed-EMR,
1160,ENG-cc,"Dark maroon basaltic conglomerate, grit and sandstone, grading up to greenish grey polymictic conglomerate, grit and sandstone. ",,2028,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2028,Tobique-Chaleur,Tob,none,Dalhousie Group,DL,England Brook Formation,ENG,none,,coarse-grained clastic sedimentary rocks,cc,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨ENGcc,Dv-ENG-cc,¨DL,Dv-DL,
1161,ENG-fv,"Pinkish-grey to maroon, aphyric to feldspar-phyric, locally flow-layered rhyolite.",,2028,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2028,Tobique-Chaleur,Tob,none,Dalhousie Group,DL,England Brook Formation,ENG,none,,felsic flows,fv,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨ENGfv,Dv-ENG-fv,¨DL,Dv-DL,
1162,ENG-ft,Pink to buff lithic-crystal tuff.,,2028,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2028,Tobique-Chaleur,Tob,none,Dalhousie Group,DL,England Brook Formation,ENG,none,,felsic tuff,ft,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨ENGft,Dv-ENG-ft,¨DL,Dv-DL,
1163,ENG-mv,"Greyish green to maroon, massive and porphyritic, locally amygdaloidal basalt; minor greyish green lapilli tuff, and fine-grained quartzose sandstone.",,2028,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2028,Tobique-Chaleur,Tob,none,Dalhousie Group,DL,England Brook Formation,ENG,none,,mafic flows,mv,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨ENGmv,Dv-ENG-mv,¨DL,Dv-DL,
1164,ENG-mt,"Dark green to maroon mafic ash and lapilli tuff, and local agglomerate or tuff-breccia.",,2028,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2028,Tobique-Chaleur,Tob,none,Dalhousie Group,DL,England Brook Formation,ENG,none,,mafic tuff,mt,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨ENGmt,Dv-ENG-mt,¨DL,Dv-DL,
1165,ENR-cc,"Brick-red and buff variegated, friable, medium-grained to granular and pebbly arkosic sandstone, arkosic grit and polymictic pebble conglomerate; red, fine- to medium-grained, ripple-laminated or cross-bedded sandstone; ","brick-red mudstone, sandy mudstone and siltstone commonly with paleosols and carbonate nodules; rare banded silcrete with jasper and rare limestone-clast sandstone.",131,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=131,Maritimes Basin,Mar,none,Mabou Group,MB,Enragé Formation,ENR,none,,coarse-grained clastic sedimentary rocks,cc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤ENRcc,Ms-Cb-ENR-cc,²¤MB,Ms-Cb-MB,
1166,EVN-ii,"Light grey to pink, medium-grained, hornblende-biotite granodiorite varying to monzogranite and minor pink, porphyritic microgranite and red to buff aplite dykes. ",,132,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=132,Mascarene,Mas,none,none,,Evandale Granodiorite,EVN,none,,intermediate intrusive rocks,ii,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨EVNii,Dv-EVN-ii,¨EVN,Dv-EVN,
1167,FVL-fi,"Pink to orange, coarse-grained monzogranite to granodiorite with feldspar megacrysts and rare dioritic enclaves.",,134,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=134,Brookville,Bro,none,Golden Grove Plutonic Suite,GG,Fairville Granite,FVL,none,,felsic intrusive rocks,fi,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªFVLfi,Ed-FVL-fi,ª£GG,EdCm-GG,
1168,FSH-mi,"Dark grey, medium-grained, massive gabbro, locally veined by gabbroic pegmatite.",,135,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=135,Grand Manan,Gra,none,none,,Fish Head Gabbro,FSH,none,,mafic intrusive rocks,mi,Early Cambrian,E£,E-Cm,Early Cambrian,E£,E-Cm,£FSHmi,Cm-FSH-mi,£FSH,Cm-FSH,
1169,FLG-mc,"Light grey to pinkish grey, thin- to medium-bedded quartzite interstratified with medium green and dark grey, laminated silty mudstone and shale",,136,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=136,Grand Manan,Gra,none,Castalia Group,CT,Flagg Cove Formation,FLG,none,,medium-grained clastic sedimentary rocks,mc,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªFLGmc,Ed-FLG-mc,ª£CT,EdCm-CT,
1170,FLB-c,"Dark grey to greyish green shale, feldspathic siltstone, and volcaniclastic wacke or hyalotuff.",,137,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=137,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Flat Landing Brook Formation,FLB,none,,clastic sedimentary rocks,c,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFLBc,Od-FLB-c,µTG,Od-TG,
1171,FLB-fv,"Greyish pink, aphyric to sparsely feldspar-phyric dacitic to rhyolitic flows; minor pyroclastic tuff and grey shale.",,137,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=137,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Flat Landing Brook Formation,FLB,none,,felsic flows,fv,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFLBfv,Od-FLB-fv,µTG,Od-TG,
1172,FLB-fh,"Light to medium grey or pinkish grey, felsic hyaloclastic breccia and hyalotuff; minor massive aphyric or feldspar-phyric rhyolite.",,137,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=137,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Flat Landing Brook Formation,FLB,none,,felsic hyaloclastic rocks,fh,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFLBfh,Od-FLB-fh,µTG,Od-TG,
1173,FLB-FM,"Medium to dark green, massive to pillowed tholeiitic basalt; local thin beds of ferromanganiferous shale or chert.",,137,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=137,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Flat Landing Brook Formation,FLB,Forty Mile Member,FM,none,,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFLB-FM,Od-FLB-FM,µTG,Od-TG,
1174,FLB-if,"Brick red to reddish grey shale,  iron formation and minor massive sulphide lenses.",,137,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=137,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Flat Landing Brook Formation,FLB,none,,iron formation,if,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFLBif,Od-FLB-if,µTG,Od-TG,
1175,FLB-MB,"Dark green tholeiitic to transitional mafic volcanic rocks, consisting mainly of pyroclastic rocks containing abundant felsic lithic clasts; minor mafic flows.",,137,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=137,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Flat Landing Brook Formation,FLB,Moody Brook Member,MB,none,,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFLB-MB,Od-FLB-MB,µTG,Od-TG,
1176,FLB-mn,Red shale and chert.,,137,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=137,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Flat Landing Brook Formation,FLB,none,,red manganiferous shale,mn,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFLBmn,Od-FLB-mn,µTG,Od-TG,
1177,FLB-RE,"Medium grey to pinkish grey, aphyric to sparsely feldspar-phyric dacitic to rhyolitic flows and minor pyroclastic and hyaloclastic felsic fragmental rocks.",,137,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=137,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Flat Landing Brook Formation,FLB,Reids Brook Member,RE,none,,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFLB-RE,Od-FLB-RE,µTG,Od-TG,
1178,FLB-RB,"Greyish green to greyish pink feldspar-crystal tuff, lithic-crystal tuff, pumiceous crystal tuff and feldspar-phyric rhyolite; minor aphyric tuff or rhyolite.",,137,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=137,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Flat Landing Brook Formation,FLB,Roger Brook Member,RB,none,,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFLB-RB,Od-FLB-RB,µTG,Od-TG,
1179,FLT-it,"Dacitic lithic lapilli tuff, dacitic crystal-vitric tuff, dark grey to black dacitic flows, and coarse basaltic lithic tuff.",,138,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=138,Caledonia,Cal,none,Coldbrook Group,CB,Fletcher Brook Formation,FLT,none,,intermediate tuff,it,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªFLTit,Ed-FLT-it,ª£CB,EdCm-CB,
1180,FLM-mc,"Light grey to greyish green, thin- to thick-bedded, fine- to medium-grained, commonly micaceous and calcareous feldspathic wacke grading to medium to dark grey laminated siltstone and shale, black pyritic and graphitic slate, ","and light to medium grey spotted slate; rusty weathering common in sandstones; pinkish mottling and leisgang banding locally present in very fine-grained sandstones and siltstones; ubiquitous bedding parallel and cross-cutting quartz/carbonate veins.",139,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=139,Flume-Digdeguash,Flu,none,Kingsclear Group,KC,Flume Ridge Formation,FLM,none,,medium-grained clastic sedimentary rocks,mc,Early Silurian,EÂ,E-Sl,Late Silurian,LÂ,L-Sl,ÂFLMmc,Sl-FLM-mc,ÂKC,Sl-KC,
1181,FLY-ii,"Grey to light grey, coarse-grained granodiorite, commonly with mylonitic banding.",,140,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=140,Brookville,Bro,none,Golden Grove Plutonic Suite,GG,Foleys Cove Granodiorite,FLY,none,,intermediate intrusive rocks,ii,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªFLYii,Ed-FLY-ii,ª£GG,EdCm-GG,
1182,FHL-fc,"Dark grey to black, impure limestone with abundant disarticulated trilobites, trilobite hash and nodules of phosphate and glauconies, and dark grey to olive grey shale and black pyritiferous shale.",,141,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=141,Saint John,Sjn,none,Saint John Group,SJ,Forest Hills Formation,FHL,none,,fine-grained clastic sedimentary rocks,fc,Middle Cambrian,M£,M-Cm,Middle Cambrian,M£,M-Cm,£FHLfc,Cm-FHL-fc,£µSJ,CmOd-SJ,
1183,FFR-ii,"Pink to green, medium-grained granodiorite, locally gradational to granite.",,143,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=143,Caledonia,Cal,none,none,,Forty Five River Granodiorite,FFR,none,,intermediate intrusive rocks,ii,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªFFRii,Ed-FFR-ii,ªFFR,Ed-FFR,
1184,FST-mi,"Dark green, foliated metagabbro.",,144,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=144,St. Croix,Scx,none,none,,Foster Lake Gabbro,FST,none,,mafic intrusive rocks,mi,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂFSTmi,Sl-FST-mi,ÂFST,Sl-FST,
1185,FWL-fc,"Light grey and dark grey, locally fossiliferous mudstone and shale with brown weathering silty laminations; minor green and purple siltstone and quartz-rich wacke.",,146,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=146,Mascarene,Mas,none,Mascarene Group,MC,Fowle Lake Formation,FWL,none,,fine-grained clastic sedimentary rocks,fc,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂFWLfc,Sl-FWL-fc,µÂMC,OdSl-MC,
1186,FOX-fi,"Pink to orangish pink, medium-grained, gneissic granite, commonly containing ovoid megacrysts of alkali feldspar.",,147,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=147,Miramichi South,Mms,none,none,,Fox Ridge Granite,FOX,none,,felsic intrusive rocks,fi,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µFOXfi,Od-FOX-fi,µFOX,Od-FOX,
1187,FRG-c,"Grey to greenish grey, laminated to thin-bedded, non-calcareous to moderately calcareous, fine-grained, sandstone and siltstone.",,148,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=148,Tobique-Chaleur,Tob,none,Petit Rocher Group,PR,Free Grant Formation,FRG,none,,clastic sedimentary rocks,c,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂFRGc,Sl-FRG-c,ÂPR,Sl-PR,
1188,FRN-ii,"White to dark grey, medium- to coarse-grained, equigranular to porphyritic, diorite to tonalite, locally containing dioritic enclaves.",,149,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=149,Brookville,Bro,none,Golden Grove Plutonic Suite,GG,French Village Quartz Diorite,FRN,none,,intermediate intrusive rocks,ii,Early Cambrian,E£,E-Cm,Early Cambrian,E£,E-Cm,£FRNii,Cm-FRN-ii,ª£GG,EdCm-GG,
1189,FN-cc,"Red, sandy-matrix, polymictic (but dominantly rounded quartz) pebble conglomerate; red (locally reduced to green), fine- to coarse-grained to pebbly feldspathic arenite; minor, red (locally reduced to green) mudstone.",,150,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=150,Fundy Basin,Fun,none,Fundy Group,FN,none,,none,,coarse-grained clastic sedimentary rocks,cc,Middle Triassic,MÆ,M-Tr,Early Jurassic,E¯,E-Jr,ÆFNcc,Tr-FN-cc,ÆFN,Tr-FN,
1190,GTR-c,"Red-brown and lesser grey, dark grey and green mudstone and shale with local mudcracks and rain prints; ","minor red-brown and lesser grey,  parallel- and cross-laminated fine- to medium-grained sandstone; minor coarse-grained sandstone,  polymictic conglomerate,  limestone and carbonate nodular mudstone.",466,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=466,Maritimes Basin,Mar,none,Sussex Group,SX,Gautreau Formation,GTR,none,,clastic sedimentary rocks,c,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤GTRc,Ms-Cb-GTR-c,²¤SX,Ms-Cb-SX,
1191,GTR-fc,"Grey and minor red mudstone, calcareous mudstone and shale locally with carbonate nodules; ","minor grey fine- to medium-grained, rarely coarse-grained, commonly graded, parallel and cross-laminated sandstone; rock salt,  glauberite,  gypsum and anhydrite in the subsurface.",466,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=466,Maritimes Basin,Mar,none,Sussex Group,SX,Gautreau Formation,GTR,none,,fine-grained clastic sedimentary rocks,fc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤GTRfc,Ms-Cb-GTR-fc,²¤SX,Ms-Cb-SX,
1192,GYS-ls,"Grey, yellowish brown or black algal boundstone; minor bafflestone, wackestone and packstone.",,152,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=152,Maritimes Basin,Mar,none,Windsor Group,WN,Gays River Formation,GYS,none,,limestone,ls,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤GYSls,Ms-Cb-GYS-ls,²¤WN,Ms-Cb-WN,
1193,GYT-fi,"Pink to orange, coarse-grained granite with large megacrysts of potassium feldspar and quartz monzodiorite; pink aplite and fine-grained granitic dykes are common.",,153,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=153,Brookville,Bro,none,none,,Gaytons Granite,GYT,none,,felsic intrusive rocks,fi,Middle Devonian,M¨,M-Dv,Middle Devonian,M¨,M-Dv,¨GYTfi,Dv-GYT-fi,¨GYT,Dv-GYT,
1194,GBS-ii,"Pinkish grey, medium- to coarse-grained, hornblende-biotite granodiorite containing phenocrysts of quartz.",,154,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=154,Miramichi South,Mms,none,none,,Gibson Granodiorite,GBS,none,,intermediate intrusive rocks,ii,Early Ordovician,Eµ,E-Od,Early Ordovician,Eµ,E-Od,µGBSii,Od-GBS-ii,µGBS,Od-GBS,
1195,GLD-mv,"Brown-weathering, grey to black, fine-grained, porphyritic and amygdaloidal basalt; minor red-weathering, medium grey, coarse-grained, lithic arenite at base.",,155,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=155,Maritimes Basin,Mar,none,Mabou Group,MB,Gladwyn Basalt,GLD,none,,mafic flows,mv,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤GLDmv,Ms-Cb-GLD-mv,²¤MB,Ms-Cb-MB,
1196,GFL-mc,"White to grey, coarse- to fine-grained quartz arenite, feldspathic quartz arenite, thin quartz- pebble conglomerate lenses and pebbly quartzitic sandstone; locally micaceous.",,156,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=156,Saint John,Sjn,none,Saint John Group,SJ,Glen Falls Formation,GFL,none,,medium-grained clastic sedimentary rocks,mc,Early Cambrian,E£,E-Cm,Early Cambrian,E£,E-Cm,£GFLmc,Cm-GFL-mc,£µSJ,CmOd-SJ,
1197,GDW-mi,"Dark green, medium- to coarse-grained gabbro and norite.",,158,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=158,Late Silurian-Late Devonian Intrusions,Sdi,none,South Nepisiguit River Plutonic Suite,SN,Goodwin Lake Gabbro,GDW,none,,mafic intrusive rocks,mi,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨GDWmi,Dv-GDW-mi,¨SN,Dv-SN,
1198,GSC-ii,"Pale grey, medium-grained leucotonalite with granophyre-like texture.",,159,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=159,Caledonia,Cal,none,none,,Goose Creek Leucotonalite,GSC,none,,intermediate intrusive rocks,ii,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªGSCii,Ed-GSC-ii,ªGSC,Ed-GSC,
1199,GSL-fi,"Grey to pinkish green, medium-grained hornblende granodiorite and pink to red granite.",,160,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=160,New River,New,none,New River Plutonic Suite,NR,Goose Lake Granitoids,GSL,none,,felsic intrusive rocks,fi,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªGSLfi,Ed-GSL-fi,ªNR,Ed-NR,
1200,GSL-mi,"Greyish green, medium- to coarse-grained gabbroic rocks.",,160,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=160,New River,New,none,New River Plutonic Suite,NR,Goose Lake Granitoids,GSL,none,,mafic intrusive rocks,mi,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªGSLmi,Ed-GSL-mi,ªNR,Ed-NR,
1201,GSR-c,"Red, maroon, and grey slate, phyllite, arkosic siltstone and sandstone, conglomerate, and minor micaceous quartzite.",,161,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=161,Caledonia,Cal,none,Broad River Group,BR,Goose River Formation,GSR,none,,clastic sedimentary rocks,c,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªGSRc,Ed-GSR-c,ªBR,Ed-BR,
1202,GRD-ft,"Grey to orange, pyritiferous rhyolitic to dacitic crystal tuff,  minor lithic crystal tuff and felsite.",,162,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=162,Caledonia,Cal,none,Broad River Group,BR,Gordon Falls Formation,GRD,none,,felsic tuff,ft,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªGRDft,Ed-GRD-ft,ªBR,Ed-BR,
1203,GSS-ls,"White to tan and green, thin- to medium-bedded limestone and argillaceous limestone; grey to green siltstone, shale and dolomitic limestone; minor intercalated mafic tuffaceous rocks.",,164,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=164,Mascarene,Mas,none,Mascarene Group,MC,Goss Point Formation,GSS,none,,limestone,ls,Late Ordovician,Lµ,L-Od,Late Ordovician,Lµ,L-Od,µGSSls,Od-GSS-ls,µÂMC,OdSl-MC,
1204,GSS-vs,"Green and minor purple, mafic lithic lapilli tuff, accretionary lapilli tuff, hyaloclastic tuff, and vesicular flows; phyllitic, highly pyritiferous felsic tuff,  and minor grey shale and limestone.",,164,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=164,Mascarene,Mas,none,Mascarene Group,MC,Goss Point Formation,GSS,none,,mixed volcanic and sedimentary rocks,vs,Late Ordovician,Lµ,L-Od,Late Ordovician,Lµ,L-Od,µGSSvs,Od-GSS-vs,µÂMC,OdSl-MC,
1205,GLT-mv,"Medium to dark green amygdaloidal basaltic and mafic lapilli tuff, and agglomerate containing abundant carbonate cement.",,165,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=165,Tobique-Chaleur,Tob,none,Balmoral Group,BL,Goulette Brook Formation,GLT,none,,mafic flows,mv,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µGLTmv,Od-GLT-mv,µBL,Od-BL,
